species,latitude,longitude,year,country,basis
Rhaphiolepis bibas,43.810547,4.81905,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.893872,3.5117,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.42482,5.491475,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.231476,5.993577,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.865243,4.429925,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.459945,6.721026,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.718083,5.310467,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.581975,3.829137,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.17312,0.20215,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.17312,0.20255,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.255133,2.364437,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.816222,-0.613288,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.964405,7.272314,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.17394,5.756874,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.858,4.25782,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.13389,0.34152,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.71346,0.03274,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.283796,5.370658,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.428298,5.057318,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.89875,5.908858,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.589705,5.126136,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.154775,6.483975,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.192284,5.598303,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.46035,5.87367,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.634963,0.692212,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.599896,6.922233,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.779432,5.013147,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.204047,0.623683,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.382637,-1.151889,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.650015,3.815985,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.616207,2.930297,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.592571,1.440064,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.305333,3.490239,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.16504,6.25719,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.927555,4.99995,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.601486,4.84623,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.990446,-1.344491,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.700176,9.362652,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.630813,-1.031833,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.66159,3.90034,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.41708,6.78096,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.113808,9.526714,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.62007,3.8683,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.68826,6.78346,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.60387,3.90124,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.598366,2.971869,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.576808,0.538236,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.667053,3.43759,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.544552,5.432379,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.60019,9.45504,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.381389,-0.615451,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,46.238139,-1.06661,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.527871,1.487862,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.442849,1.394907,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.593825,6.538179,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.824393,0.01737,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.719692,7.351841,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.726401,4.915677,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.498751,4.786365,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.963047,4.367928,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.34777,5.458188,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.792666,4.612596,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.7719,5.657053,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.591241,6.669539,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.866005,5.148085,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.55204,7.00479,2014,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.78911,9.34786,2014,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.06749,6.49727,2014,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.27469,5.52422,2014,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.71043,7.2536,2014,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.13066,5.902,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.4992,6.49086,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.61017,3.785,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.29361,5.56323,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.58819,3.84968,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.85783,2.79049,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.58416,5.01391,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.13091,5.9021,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.13073,5.90178,2013,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.18184,5.64314,2012,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.00975,4.05415,2011,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.01887,4.06015,2011,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.76402,7.45847,2011,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.24314,6.63109,2010,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,42.29231,9.55334,2010,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.60818,3.87945,2010,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.32131,5.02787,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,49.165447,-0.526717,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.831372,2.415797,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.347308,-1.309197,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.494237,-2.795658,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.854572,2.372672,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.116622,-1.668438,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,49.023979,2.188173,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,49.001874,2.417033,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,46.463283,-1.627695,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.81638,2.279178,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.879327,2.336451,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.259611,-2.155294,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.412743,0.989227,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.848224,2.35575,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.953617,2.228521,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.882152,2.33942,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.847646,2.288197,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.253501,-4.523389,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.942917,1.974703,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.80288,2.40271,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.679119,2.358837,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,49.00179,2.239853,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.790177,-3.216176,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.802883,2.402708,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.776487,2.253283,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.225272,-1.553592,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.990723,1.714272,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.236739,0.128766,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.848812,2.356825,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.808056,2.498333,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.205597,-1.485279,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.873367,-3.523222,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,49.001923,2.239941,2016,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.564319,-2.502476,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.179359,-1.548799,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.179257,-1.548669,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.841846,2.227871,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.641036,-2.997099,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.8041,2.297525,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.698776,2.423393,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.816548,2.296719,2015,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,47.56458,-1.62699,2014,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.83052,2.11197,2012,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.84187,2.22709,2012,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.83672,2.10092,2011,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,48.83051,2.11198,2011,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.780962,4.824581,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.238175,6.312283,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.898333,0.888889,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.591158,3.895412,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.630147,5.071577,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.458257,3.757856,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,45.429589,6.03129,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.66,-1.072778,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.549577,-0.239674,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.610452,1.093,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.148056,2.135,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.563337,3.948376,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.564434,-0.724062,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.68436,3.593373,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,44.89878,-0.641276,2021,FR,HUMAN_OBSERVATION
Rhaphiolepis bibas,43.77925,5.416017,2021,FR,HUMAN_OBSERVATION
